team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
広島東洋カープ,carp,東京ヤクルトスワローズ,swallows,0,0,0,1,0,4,1,1,X,,,,,,,7,1,0,リーグ戦,2023-04-16
東京ヤクルトスワローズ,swallows,広島東洋カープ,carp,5,0,0,0,0,0,0,0,0,,,,,,,5,0,1,リーグ戦,2023-04-16
横浜DeNAベイスターズ,dena,阪神タイガース,tigers,2,0,0,0,0,0,0,0,X,,,,,,,2,1,0,リーグ戦,2023-04-16
阪神タイガース,tigers,横浜DeNAベイスターズ,dena,0,0,0,1,0,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-04-16
中日ドラゴンズ,dragons,読売ジャイアンツ,giants,4,1,0,0,2,0,0,0,X,,,,,,,7,1,0,リーグ戦,2023-04-16
読売ジャイアンツ,giants,中日ドラゴンズ,dragons,0,2,0,0,2,0,1,0,0,,,,,,,5,0,1,リーグ戦,2023-04-16
北海道日本ハムファイターズ,fighters,埼玉西武ライオンズ,lions,0,0,0,0,0,0,1,0,1,,,,,,,2,0,1,リーグ戦,2023-04-16
埼玉西武ライオンズ,lions,北海道日本ハムファイターズ,fighters,0,1,1,0,0,0,0,1,3,,,,,,,6,1,0,リーグ戦,2023-04-16
東北楽天ゴールデンイーグルス,rakuten,福岡ソフトバンクホークス,hawks,0,0,2,0,0,1,0,0,0,,,,,,,3,0,1,リーグ戦,2023-04-16
福岡ソフトバンクホークス,hawks,東北楽天ゴールデンイーグルス,rakuten,0,0,0,0,2,0,0,2,2,,,,,,,6,1,0,リーグ戦,2023-04-16
千葉ロッテマリーンズ,lotte,オリックス・バファローズ,orix,0,0,1,0,0,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-04-16
オリックス・バファローズ,orix,千葉ロッテマリーンズ,lotte,0,0,0,1,1,0,0,0,0,,,,,,,2,1,0,リーグ戦,2023-04-16
