team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
横浜DeNAベイスターズ,dena,中日ドラゴンズ,dragons,0,0,0,0,1,1,0,1,X,,,,,,,3,1,0,リーグ戦,2023-04-08
中日ドラゴンズ,dragons,横浜DeNAベイスターズ,dena,0,0,0,0,1,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-04-08
阪神タイガース,tigers,東京ヤクルトスワローズ,swallows,1,0,0,0,0,0,0,0,X,,,,,,,1,1,0,リーグ戦,2023-04-08
東京ヤクルトスワローズ,swallows,阪神タイガース,tigers,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-04-08
広島東洋カープ,carp,読売ジャイアンツ,giants,0,1,0,3,2,0,0,0,X,,,,,,,6,1,0,リーグ戦,2023-04-08
読売ジャイアンツ,giants,広島東洋カープ,carp,0,0,0,0,0,0,1,2,0,,,,,,,3,0,1,リーグ戦,2023-04-08
福岡ソフトバンクホークス,hawks,埼玉西武ライオンズ,lions,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-04-08
埼玉西武ライオンズ,lions,福岡ソフトバンクホークス,hawks,1,0,0,0,0,0,0,0,2,,,,,,,3,1,0,リーグ戦,2023-04-08
千葉ロッテマリーンズ,lotte,東北楽天ゴールデンイーグルス,rakuten,0,1,0,2,0,0,0,2,X,,,,,,,5,1,0,リーグ戦,2023-04-08
東北楽天ゴールデンイーグルス,rakuten,千葉ロッテマリーンズ,lotte,0,0,1,0,0,0,0,3,0,,,,,,,4,0,1,リーグ戦,2023-04-08
オリックス・バファローズ,orix,北海道日本ハムファイターズ,fighters,0,2,0,0,0,0,0,0,0,,,,,,,2,0,1,リーグ戦,2023-04-08
北海道日本ハムファイターズ,fighters,オリックス・バファローズ,orix,1,0,0,3,0,0,1,0,1,,,,,,,6,1,0,リーグ戦,2023-04-08
