team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
横浜DeNAベイスターズ,dena,東京ヤクルトスワローズ,swallows,0,0,1,0,0,0,3,1,X,,,,,,,5,1,0,リーグ戦,2023-04-26
東京ヤクルトスワローズ,swallows,横浜DeNAベイスターズ,dena,0,0,1,0,0,0,0,0,1,,,,,,,2,0,1,リーグ戦,2023-04-26
阪神タイガース,tigers,読売ジャイアンツ,giants,0,0,0,0,4,0,0,0,0,,,,,,,4,0,1,リーグ戦,2023-04-26
読売ジャイアンツ,giants,阪神タイガース,tigers,1,0,4,0,0,0,0,3,0,,,,,,,8,1,0,リーグ戦,2023-04-26
広島東洋カープ,carp,中日ドラゴンズ,dragons,0,0,2,0,0,0,1,0,0,,,,,,,3,0,1,リーグ戦,2023-04-26
中日ドラゴンズ,dragons,広島東洋カープ,carp,0,0,2,1,1,0,0,2,0,,,,,,,6,1,0,リーグ戦,2023-04-26
北海道日本ハムファイターズ,fighters,オリックス・バファローズ,orix,0,2,2,0,2,0,0,0,X,,,,,,,6,1,0,リーグ戦,2023-04-26
オリックス・バファローズ,orix,北海道日本ハムファイターズ,fighters,0,0,0,0,0,3,0,0,0,,,,,,,3,0,1,リーグ戦,2023-04-26
千葉ロッテマリーンズ,lotte,埼玉西武ライオンズ,lions,0,1,0,0,0,0,1,0,X,,,,,,,2,1,0,リーグ戦,2023-04-26
埼玉西武ライオンズ,lions,千葉ロッテマリーンズ,lotte,1,0,0,0,0,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-04-26
福岡ソフトバンクホークス,hawks,東北楽天ゴールデンイーグルス,rakuten,0,0,3,0,0,0,1,0,X,,,,,,,4,1,0,リーグ戦,2023-04-26
東北楽天ゴールデンイーグルス,rakuten,福岡ソフトバンクホークス,hawks,0,0,0,2,0,0,0,0,0,,,,,,,2,0,1,リーグ戦,2023-04-26
