team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
読売ジャイアンツ,giants,広島東洋カープ,carp,1,0,0,2,0,0,0,0,1,,,,,,,4,0,1,リーグ戦,2023-04-30
広島東洋カープ,carp,読売ジャイアンツ,giants,1,1,1,2,0,5,0,0,1,,,,,,,11,1,0,リーグ戦,2023-04-30
中日ドラゴンズ,dragons,横浜DeNAベイスターズ,dena,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-04-30
横浜DeNAベイスターズ,dena,中日ドラゴンズ,dragons,0,0,0,0,2,0,0,0,0,,,,,,,2,1,0,リーグ戦,2023-04-30
東京ヤクルトスワローズ,swallows,阪神タイガース,tigers,0,0,3,0,1,0,0,0,X,,,,,,,4,1,0,リーグ戦,2023-04-30
阪神タイガース,tigers,東京ヤクルトスワローズ,swallows,0,0,0,0,0,1,0,0,1,,,,,,,2,0,1,リーグ戦,2023-04-30
北海道日本ハムファイターズ,fighters,福岡ソフトバンクホークス,hawks,0,0,2,0,2,0,1,0,X,,,,,,,5,1,0,リーグ戦,2023-04-30
福岡ソフトバンクホークス,hawks,北海道日本ハムファイターズ,fighters,0,0,0,0,1,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-04-30
オリックス・バファローズ,orix,千葉ロッテマリーンズ,lotte,1,0,0,0,0,2,0,0,0,0,1X,,,,,4,1,0,リーグ戦,2023-04-30
千葉ロッテマリーンズ,lotte,オリックス・バファローズ,orix,0,0,1,0,0,0,1,1,0,0,0,,,,,3,0,1,リーグ戦,2023-04-30
埼玉西武ライオンズ,lions,東北楽天ゴールデンイーグルス,rakuten,0,2,0,0,0,0,2,0,2,0,,,,,,6,0,1,リーグ戦,2023-04-30
東北楽天ゴールデンイーグルス,rakuten,埼玉西武ライオンズ,lions,0,4,2,0,0,0,0,0,0,1,,,,,,7,1,0,リーグ戦,2023-04-30
