team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
読売ジャイアンツ,giants,阪神タイガース,tigers,0,0,0,0,0,0,0,1,0,0,,,,,,1,0,1,リーグ戦,2023-04-12
阪神タイガース,tigers,読売ジャイアンツ,giants,0,0,0,1,0,0,0,0,0,1,,,,,,2,1,0,リーグ戦,2023-04-12
東京ヤクルトスワローズ,swallows,横浜DeNAベイスターズ,dena,1,0,0,0,0,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-04-12
横浜DeNAベイスターズ,dena,東京ヤクルトスワローズ,swallows,0,0,2,0,0,1,1,2,0,,,,,,,6,1,0,リーグ戦,2023-04-12
中日ドラゴンズ,dragons,広島東洋カープ,carp,0,0,0,1,0,4,0,0,X,,,,,,,5,1,0,リーグ戦,2023-04-12
広島東洋カープ,carp,中日ドラゴンズ,dragons,0,0,0,2,0,0,0,0,0,,,,,,,2,0,1,リーグ戦,2023-04-12
東北楽天ゴールデンイーグルス,rakuten,オリックス・バファローズ,orix,0,0,0,0,0,0,1,0,1,,,,,,,2,0,1,リーグ戦,2023-04-12
オリックス・バファローズ,orix,東北楽天ゴールデンイーグルス,rakuten,3,0,0,1,0,0,0,3,0,,,,,,,7,1,0,リーグ戦,2023-04-12
埼玉西武ライオンズ,lions,千葉ロッテマリーンズ,lotte,1,0,0,1,0,1,0,0,0,,,,,,,3,0,1,リーグ戦,2023-04-12
千葉ロッテマリーンズ,lotte,埼玉西武ライオンズ,lions,1,0,0,3,0,1,0,0,0,,,,,,,5,1,0,リーグ戦,2023-04-12
福岡ソフトバンクホークス,hawks,北海道日本ハムファイターズ,fighters,0,1,0,0,1,0,3,0,X,,,,,,,5,1,0,リーグ戦,2023-04-12
北海道日本ハムファイターズ,fighters,福岡ソフトバンクホークス,hawks,0,0,0,1,0,0,0,0,1,,,,,,,2,0,1,リーグ戦,2023-04-12
