team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
横浜DeNAベイスターズ,dena,東京ヤクルトスワローズ,swallows,0,0,0,0,0,5,1,0,0,1X,,,,,,7,1,0,リーグ戦,2023-04-27
東京ヤクルトスワローズ,swallows,横浜DeNAベイスターズ,dena,0,0,1,0,3,0,1,1,0,0,,,,,,6,0,1,リーグ戦,2023-04-27
阪神タイガース,tigers,読売ジャイアンツ,giants,0,2,6,0,0,1,0,6,X,,,,,,,15,1,0,リーグ戦,2023-04-27
読売ジャイアンツ,giants,阪神タイガース,tigers,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-04-27
広島東洋カープ,carp,中日ドラゴンズ,dragons,0,0,0,0,0,0,0,2,0,0,0,1X,,,,3,1,0,リーグ戦,2023-04-27
中日ドラゴンズ,dragons,広島東洋カープ,carp,0,0,0,0,1,0,0,1,0,0,0,0,,,,2,0,1,リーグ戦,2023-04-27
福岡ソフトバンクホークス,hawks,東北楽天ゴールデンイーグルス,rakuten,0,0,0,0,0,4,1,0,X,,,,,,,5,1,0,リーグ戦,2023-04-27
東北楽天ゴールデンイーグルス,rakuten,福岡ソフトバンクホークス,hawks,0,0,0,0,0,0,3,0,0,,,,,,,3,0,1,リーグ戦,2023-04-27
