team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
東京ヤクルトスワローズ,swallows,中日ドラゴンズ,dragons,2,0,0,0,0,0,0,0,0,0,1X,,,,,3,1,0,リーグ戦,2023-04-20
中日ドラゴンズ,dragons,東京ヤクルトスワローズ,swallows,0,2,0,0,0,0,0,0,0,0,0,,,,,2,0,1,リーグ戦,2023-04-20
阪神タイガース,tigers,広島東洋カープ,carp,3,1,0,0,0,0,0,0,1,,,,,,,5,0,1,リーグ戦,2023-04-20
広島東洋カープ,carp,阪神タイガース,tigers,2,0,0,3,0,0,0,2,0,,,,,,,7,1,0,リーグ戦,2023-04-20
北海道日本ハムファイターズ,fighters,千葉ロッテマリーンズ,lotte,0,0,1,1,0,0,0,0,X,,,,,,,2,1,0,リーグ戦,2023-04-20
千葉ロッテマリーンズ,lotte,北海道日本ハムファイターズ,fighters,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-04-20
オリックス・バファローズ,orix,東北楽天ゴールデンイーグルス,rakuten,0,0,1,0,1,0,1,0,X,,,,,,,3,1,0,リーグ戦,2023-04-20
東北楽天ゴールデンイーグルス,rakuten,オリックス・バファローズ,orix,0,0,1,0,0,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-04-20
