team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
広島東洋カープ,carp,読売ジャイアンツ,giants,0,0,2,2,0,0,0,0,X,,,,,,,4,1,0,リーグ戦,2023-04-09
読売ジャイアンツ,giants,広島東洋カープ,carp,1,0,0,0,0,0,0,0,1,,,,,,,2,0,1,リーグ戦,2023-04-09
横浜DeNAベイスターズ,dena,中日ドラゴンズ,dragons,6,0,0,0,0,1,0,1,X,,,,,,,8,1,0,リーグ戦,2023-04-09
中日ドラゴンズ,dragons,横浜DeNAベイスターズ,dena,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-04-09
阪神タイガース,tigers,東京ヤクルトスワローズ,swallows,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,0,0,リーグ戦,2023-04-09
東京ヤクルトスワローズ,swallows,阪神タイガース,tigers,0,0,0,0,0,0,1,0,0,0,0,0,,,,1,0,0,リーグ戦,2023-04-09
オリックス・バファローズ,orix,北海道日本ハムファイターズ,fighters,1,0,0,0,0,0,1,0,0,,,,,,,2,0,1,リーグ戦,2023-04-09
北海道日本ハムファイターズ,fighters,オリックス・バファローズ,orix,4,0,3,0,0,0,0,0,0,,,,,,,7,1,0,リーグ戦,2023-04-09
千葉ロッテマリーンズ,lotte,東北楽天ゴールデンイーグルス,rakuten,2,4,0,0,0,1,3,0,X,,,,,,,10,1,0,リーグ戦,2023-04-09
東北楽天ゴールデンイーグルス,rakuten,千葉ロッテマリーンズ,lotte,0,0,0,0,0,0,0,0,1,,,,,,,1,0,1,リーグ戦,2023-04-09
福岡ソフトバンクホークス,hawks,埼玉西武ライオンズ,lions,0,0,0,3,0,0,0,0,X,,,,,,,3,1,0,リーグ戦,2023-04-09
埼玉西武ライオンズ,lions,福岡ソフトバンクホークス,hawks,0,0,0,0,0,0,0,1,0,,,,,,,1,0,1,リーグ戦,2023-04-09
