player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
青柳 晃洋,,5.63,5,81,28,8,0,4,4,1,0,7,7,阪神タイガース,tigers,リーグ戦,2023-05-19
及川 雅貴,敗,1.32,1,25,6,3,0,2,0,0,0,1,1,阪神タイガース,tigers,リーグ戦,2023-05-19
西 純矢,,5.06,2,43,10,0,0,1,3,0,0,1,0,阪神タイガース,tigers,リーグ戦,2023-05-19
ビーズリー,,2.25,1,11,4,1,1,2,0,0,0,1,1,阪神タイガース,tigers,リーグ戦,2023-05-19
玉村 昇悟,,6.08,4.0,82,21,8,2,5,1,0,0,6,6,広島東洋カープ,carp,リーグ戦,2023-05-19
ケムナ 誠,勝,2.16,1,18,4,1,1,2,0,0,0,1,1,広島東洋カープ,carp,リーグ戦,2023-05-19
中﨑 翔太,H,0.00,1,14,3,0,0,1,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-05-19
島内 颯太郎,H,0.75,1,10,3,0,0,0,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-05-19
ターリー,H,1.65,1,14,3,0,0,3,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-05-19
矢崎 拓也,S,0.00,1,17,4,1,0,0,1,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-05-19
山岡 泰輔,,2.14,5,84,19,4,0,8,1,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-05-19
本田 仁海,H,1.42,2,30,7,1,0,4,0,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-05-19
阿部 翔太,敗,4.05,1,25,7,2,0,1,1,1,0,1,1,オリックス・バファローズ,orix,リーグ戦,2023-05-19
山﨑 颯一郎,,2.55,1,19,3,0,0,2,0,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-05-19
加藤 貴之,勝,2.12,8,94,27,4,0,4,1,0,1,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-05-19
田中 正義,S,2.40,1,9,3,0,0,1,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-05-19
石川 柊太,勝,3.19,7.0,114,28,7,2,10,0,0,0,4,4,福岡ソフトバンクホークス,hawks,リーグ戦,2023-05-19
モイネロ,H,1.50,1,12,4,1,0,1,0,0,0,0,0,福岡ソフトバンクホークス,hawks,リーグ戦,2023-05-19
オスナ,S,0.00,1,17,3,0,0,1,0,0,0,0,0,福岡ソフトバンクホークス,hawks,リーグ戦,2023-05-19
松本 航,敗,3.69,1.2,63,13,6,1,2,2,0,0,5,5,埼玉西武ライオンズ,lions,リーグ戦,2023-05-19
佐々木 健,,0.00,3.1,43,11,1,0,2,0,0,0,0,0,埼玉西武ライオンズ,lions,リーグ戦,2023-05-19
ボー・タカハシ,,1.23,1,15,3,1,0,1,0,0,0,0,0,埼玉西武ライオンズ,lions,リーグ戦,2023-05-19
青山 美夏人,,3.00,1.1,33,6,0,0,1,2,0,1,0,0,埼玉西武ライオンズ,lions,リーグ戦,2023-05-19
平井 克典,,1.17,0.2,5,2,0,0,0,0,0,0,0,0,埼玉西武ライオンズ,lions,リーグ戦,2023-05-19
