team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
福岡ソフトバンクホークス,hawks,読売ジャイアンツ,giants,0,0,0,0,0,1,0,0,0,,,,,,,1,0,1,オープン戦,2023-03-16
読売ジャイアンツ,giants,福岡ソフトバンクホークス,hawks,0,1,0,0,0,0,1,1,2,,,,,,,5,1,0,オープン戦,2023-03-16
