team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
読売ジャイアンツ,giants,中日ドラゴンズ,dragons,3,3,1,0,1,0,0,3,X,,,,,,,11,1,0,リーグ戦,2023-07-28
中日ドラゴンズ,dragons,読売ジャイアンツ,giants,2,0,0,2,0,1,0,0,0,,,,,,,5,0,1,リーグ戦,2023-07-28
東京ヤクルトスワローズ,swallows,横浜DeNAベイスターズ,dena,0,1,0,0,0,3,0,0,0,,,,,,,4,0,1,リーグ戦,2023-07-28
横浜DeNAベイスターズ,dena,東京ヤクルトスワローズ,swallows,0,0,2,1,0,0,0,2,0,,,,,,,5,1,0,リーグ戦,2023-07-28
阪神タイガース,tigers,広島東洋カープ,carp,1,0,2,0,0,4,0,0,X,,,,,,,7,1,0,リーグ戦,2023-07-28
広島東洋カープ,carp,阪神タイガース,tigers,0,0,2,0,0,0,0,0,0,,,,,,,2,0,1,リーグ戦,2023-07-28
北海道日本ハムファイターズ,fighters,オリックス・バファローズ,orix,1,0,0,3,0,0,0,0,X,,,,,,,4,1,0,リーグ戦,2023-07-28
オリックス・バファローズ,orix,北海道日本ハムファイターズ,fighters,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-07-28
東北楽天ゴールデンイーグルス,rakuten,埼玉西武ライオンズ,lions,0,0,0,5,0,0,0,0,X,,,,,,,5,1,0,リーグ戦,2023-07-28
埼玉西武ライオンズ,lions,東北楽天ゴールデンイーグルス,rakuten,0,0,0,0,0,0,0,0,1,,,,,,,1,0,1,リーグ戦,2023-07-28
福岡ソフトバンクホークス,hawks,千葉ロッテマリーンズ,lotte,0,2,2,0,1,0,0,0,0,,,,,,,5,0,1,リーグ戦,2023-07-28
千葉ロッテマリーンズ,lotte,福岡ソフトバンクホークス,hawks,5,0,0,3,0,0,0,0,0,,,,,,,8,1,0,リーグ戦,2023-07-28
