team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
北海道日本ハムファイターズ,fighters,東京ヤクルトスワローズ,swallows,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,交流戦,2023-06-01
東京ヤクルトスワローズ,swallows,北海道日本ハムファイターズ,fighters,1,0,2,0,0,0,1,1,0,,,,,,,5,1,0,交流戦,2023-06-01
東北楽天ゴールデンイーグルス,rakuten,横浜DeNAベイスターズ,dena,1,0,0,0,0,0,0,2,0,,,,,,,3,0,1,交流戦,2023-06-01
横浜DeNAベイスターズ,dena,東北楽天ゴールデンイーグルス,rakuten,0,3,2,4,0,0,2,0,0,,,,,,,11,1,0,交流戦,2023-06-01
埼玉西武ライオンズ,lions,阪神タイガース,tigers,0,2,0,0,2,0,0,0,X,,,,,,,4,1,0,交流戦,2023-06-01
阪神タイガース,tigers,埼玉西武ライオンズ,lions,0,1,0,0,0,0,1,0,0,,,,,,,2,0,1,交流戦,2023-06-01
千葉ロッテマリーンズ,lotte,読売ジャイアンツ,giants,0,0,1,0,0,0,0,0,1,,,,,,,2,0,1,交流戦,2023-06-01
読売ジャイアンツ,giants,千葉ロッテマリーンズ,lotte,2,0,1,0,0,0,0,0,0,,,,,,,3,1,0,交流戦,2023-06-01
オリックス・バファローズ,orix,広島東洋カープ,carp,0,0,0,0,4,0,1,4,X,,,,,,,9,1,0,交流戦,2023-06-01
広島東洋カープ,carp,オリックス・バファローズ,orix,0,0,0,1,0,0,0,0,1,,,,,,,2,0,1,交流戦,2023-06-01
福岡ソフトバンクホークス,hawks,中日ドラゴンズ,dragons,2,0,1,0,0,0,2,0,0,,,,,,,5,0,1,交流戦,2023-06-01
中日ドラゴンズ,dragons,福岡ソフトバンクホークス,hawks,0,2,0,0,2,0,1,1,0,,,,,,,6,1,0,交流戦,2023-06-01
