team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
読売ジャイアンツ,giants,埼玉西武ライオンズ,lions,0,0,1,0,0,0,1,0,0,1X,,,,,,3,1,0,交流戦,2023-06-15
埼玉西武ライオンズ,lions,読売ジャイアンツ,giants,0,2,0,0,0,0,0,0,0,0,,,,,,2,0,1,交流戦,2023-06-15
東京ヤクルトスワローズ,swallows,福岡ソフトバンクホークス,hawks,0,0,3,0,3,0,0,1,0,0,,,,,,7,0,1,交流戦,2023-06-15
福岡ソフトバンクホークス,hawks,東京ヤクルトスワローズ,swallows,0,0,0,1,3,3,0,0,0,2,,,,,,9,1,0,交流戦,2023-06-15
中日ドラゴンズ,dragons,千葉ロッテマリーンズ,lotte,0,0,1,0,0,0,0,0,0,0,0,0,,,,1,0,0,交流戦,2023-06-15
千葉ロッテマリーンズ,lotte,中日ドラゴンズ,dragons,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,交流戦,2023-06-15
阪神タイガース,tigers,オリックス・バファローズ,orix,0,0,0,2,0,0,0,0,0,,,,,,,2,0,1,交流戦,2023-06-15
オリックス・バファローズ,orix,阪神タイガース,tigers,0,0,0,1,0,0,0,0,2,,,,,,,3,1,0,交流戦,2023-06-15
広島東洋カープ,carp,東北楽天ゴールデンイーグルス,rakuten,0,0,0,4,0,3,0,0,0,,,,,,,7,0,1,交流戦,2023-06-15
東北楽天ゴールデンイーグルス,rakuten,広島東洋カープ,carp,4,1,1,0,0,0,0,3,2,,,,,,,11,1,0,交流戦,2023-06-15
