team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
阪神タイガース,tigers,中日ドラゴンズ,dragons,0,0,5,0,3,1,1,1,X,,,,,,,11,1,0,リーグ戦,2023-06-27
中日ドラゴンズ,dragons,阪神タイガース,tigers,0,0,0,3,0,0,0,0,0,,,,,,,3,0,1,リーグ戦,2023-06-27
広島東洋カープ,carp,横浜DeNAベイスターズ,dena,1,0,0,0,0,1,0,1,X,,,,,,,3,1,0,リーグ戦,2023-06-27
横浜DeNAベイスターズ,dena,広島東洋カープ,carp,1,0,0,0,0,1,0,0,0,,,,,,,2,0,1,リーグ戦,2023-06-27
オリックス・バファローズ,orix,千葉ロッテマリーンズ,lotte,0,1,0,0,0,0,0,0,1X,,,,,,,2,1,0,リーグ戦,2023-06-27
千葉ロッテマリーンズ,lotte,オリックス・バファローズ,orix,0,0,0,0,0,0,0,0,1,,,,,,,1,0,1,リーグ戦,2023-06-27
埼玉西武ライオンズ,lions,北海道日本ハムファイターズ,fighters,0,0,0,0,0,1,0,0,0,,,,,,,1,0,1,リーグ戦,2023-06-27
北海道日本ハムファイターズ,fighters,埼玉西武ライオンズ,lions,0,0,0,0,0,0,2,0,0,,,,,,,2,1,0,リーグ戦,2023-06-27
