team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
横浜DeNAベイスターズ,dena,阪神タイガース,tigers,0,0,2,0,0,1,0,0,X,,,,,,,3,1,0,リーグ戦,2023-06-23
阪神タイガース,tigers,横浜DeNAベイスターズ,dena,0,0,0,0,0,0,0,0,1,,,,,,,1,0,1,リーグ戦,2023-06-23
中日ドラゴンズ,dragons,東京ヤクルトスワローズ,swallows,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-06-23
東京ヤクルトスワローズ,swallows,中日ドラゴンズ,dragons,0,0,0,1,0,0,0,3,0,,,,,,,4,1,0,リーグ戦,2023-06-23
広島東洋カープ,carp,読売ジャイアンツ,giants,0,1,1,0,0,0,0,0,1,,,,,,,3,0,1,リーグ戦,2023-06-23
読売ジャイアンツ,giants,広島東洋カープ,carp,1,1,0,1,0,0,0,2,0,,,,,,,5,1,0,リーグ戦,2023-06-23
東北楽天ゴールデンイーグルス,rakuten,埼玉西武ライオンズ,lions,1,0,0,0,1,0,1,0,1,,,,,,,4,0,1,リーグ戦,2023-06-23
埼玉西武ライオンズ,lions,東北楽天ゴールデンイーグルス,rakuten,2,0,0,0,0,0,1,2,0,,,,,,,5,1,0,リーグ戦,2023-06-23
千葉ロッテマリーンズ,lotte,北海道日本ハムファイターズ,fighters,0,0,0,0,0,0,2,0,1,,,,,,,3,0,1,リーグ戦,2023-06-23
北海道日本ハムファイターズ,fighters,千葉ロッテマリーンズ,lotte,1,0,0,0,1,0,2,1,0,,,,,,,5,1,0,リーグ戦,2023-06-23
福岡ソフトバンクホークス,hawks,オリックス・バファローズ,orix,1,3,0,0,0,0,0,3,X,,,,,,,7,1,0,リーグ戦,2023-06-23
オリックス・バファローズ,orix,福岡ソフトバンクホークス,hawks,1,0,0,0,0,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-06-23
