team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
福岡ソフトバンクホークス,hawks,東北楽天ゴールデンイーグルス,rakuten,0,0,0,0,0,1,0,0,0,,,,,,,1,0,1,リーグ戦,2023-06-26
東北楽天ゴールデンイーグルス,rakuten,福岡ソフトバンクホークス,hawks,0,1,0,0,1,0,1,0,0,,,,,,,3,1,0,リーグ戦,2023-06-26
