team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
北海道日本ハムファイターズ,fighters,阪神タイガース,tigers,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,交流戦,2023-06-11
阪神タイガース,tigers,北海道日本ハムファイターズ,fighters,0,1,0,0,0,0,0,0,0,,,,,,,1,1,0,交流戦,2023-06-11
埼玉西武ライオンズ,lions,東京ヤクルトスワローズ,swallows,0,0,0,0,0,1,1,0,0,,,,,,,2,0,1,交流戦,2023-06-11
東京ヤクルトスワローズ,swallows,埼玉西武ライオンズ,lions,0,2,0,0,1,0,0,0,0,,,,,,,3,1,0,交流戦,2023-06-11
オリックス・バファローズ,orix,横浜DeNAベイスターズ,dena,0,1,0,0,2,0,0,0,1,,,,,,,4,0,1,交流戦,2023-06-11
横浜DeNAベイスターズ,dena,オリックス・バファローズ,orix,4,3,0,0,1,0,0,0,0,,,,,,,8,1,0,交流戦,2023-06-11
福岡ソフトバンクホークス,hawks,読売ジャイアンツ,giants,0,0,0,2,0,0,0,0,0,,,,,,,2,0,1,交流戦,2023-06-11
読売ジャイアンツ,giants,福岡ソフトバンクホークス,hawks,0,0,0,0,3,0,0,0,1,,,,,,,4,1,0,交流戦,2023-06-11
千葉ロッテマリーンズ,lotte,広島東洋カープ,carp,0,0,4,0,2,0,0,0,X,,,,,,,6,1,0,交流戦,2023-06-11
広島東洋カープ,carp,千葉ロッテマリーンズ,lotte,0,0,0,0,2,0,0,2,1,,,,,,,5,0,1,交流戦,2023-06-11
