team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
読売ジャイアンツ,giants,東京ヤクルトスワローズ,swallows,0,0,0,0,0,0,,,,,,,,,,0,0,1,リーグ戦,2023-06-28
東京ヤクルトスワローズ,swallows,読売ジャイアンツ,giants,0,0,3,0,0,3,0X,,,,,,,,,6,1,0,リーグ戦,2023-06-28
阪神タイガース,tigers,中日ドラゴンズ,dragons,0,0,0,0,0,0,2,0,0,0,,,,,,2,0,1,リーグ戦,2023-06-28
中日ドラゴンズ,dragons,阪神タイガース,tigers,0,2,0,0,0,0,0,0,0,2,,,,,,4,1,0,リーグ戦,2023-06-28
広島東洋カープ,carp,横浜DeNAベイスターズ,dena,0,2,0,0,3,0,1,0,X,,,,,,,6,1,0,リーグ戦,2023-06-28
横浜DeNAベイスターズ,dena,広島東洋カープ,carp,0,1,0,1,0,0,0,0,0,,,,,,,2,0,1,リーグ戦,2023-06-28
オリックス・バファローズ,orix,千葉ロッテマリーンズ,lotte,0,0,0,0,2,0,6,2,X,,,,,,,10,1,0,リーグ戦,2023-06-28
千葉ロッテマリーンズ,lotte,オリックス・バファローズ,orix,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-06-28
福岡ソフトバンクホークス,hawks,東北楽天ゴールデンイーグルス,rakuten,0,0,1,1,0,0,0,1,X,,,,,,,3,1,0,リーグ戦,2023-06-28
東北楽天ゴールデンイーグルス,rakuten,福岡ソフトバンクホークス,hawks,0,0,1,0,0,0,0,1,0,,,,,,,2,0,1,リーグ戦,2023-06-28
埼玉西武ライオンズ,lions,北海道日本ハムファイターズ,fighters,0,0,0,0,0,0,0,2,X,,,,,,,2,1,0,リーグ戦,2023-06-28
北海道日本ハムファイターズ,fighters,埼玉西武ライオンズ,lions,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-06-28
