team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
オリックス・バファローズ,orix,福岡ソフトバンクホークス,hawks,1,0,0,0,0,1,2,0,X,,,,,,,4,1,0,リーグ戦,2023-10-09
福岡ソフトバンクホークス,hawks,オリックス・バファローズ,orix,0,0,0,0,0,0,0,0,1,,,,,,,1,0,1,リーグ戦,2023-10-09
