player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
平良 拳太郎,勝,0.00,6,85,23,4,0,7,1,0,0,0,0,横浜DeNAベイスターズ,dena,リーグ戦,2023-04-05
入江 大生,H,2.25,1,16,5,2,0,2,0,0,0,0,0,横浜DeNAベイスターズ,dena,リーグ戦,2023-04-05
伊勢 大夢,H,0.00,1,10,3,0,0,0,0,0,0,0,0,横浜DeNAベイスターズ,dena,リーグ戦,2023-04-05
山﨑 康晃,S,5.40,1,10,3,0,0,1,0,0,0,0,0,横浜DeNAベイスターズ,dena,リーグ戦,2023-04-05
メンデス,敗,3.38,5.1,94,25,5,1,4,3,1,1,2,2,読売ジャイアンツ,giants,リーグ戦,2023-04-05
直江 大輔,,0.00,0.2,5,1,0,0,0,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-05
鍵谷 陽平,,0.00,1,26,5,0,0,1,2,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-05
ロペス,,4.50,0.2,20,5,0,0,0,3,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-05
代木 大和,,0.00,0.1,1,1,0,0,0,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-05
柳 裕也,敗,5.40,5,105,23,4,0,3,5,0,0,3,3,中日ドラゴンズ,dragons,リーグ戦,2023-04-05
山本 拓実,,5.40,1,16,5,1,0,0,1,0,0,1,1,中日ドラゴンズ,dragons,リーグ戦,2023-04-05
砂田 毅樹,,6.75,1,27,5,2,0,2,0,0,0,1,1,中日ドラゴンズ,dragons,リーグ戦,2023-04-05
鈴木 博志,,0.00,2,27,8,1,0,1,1,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-04-05
高橋 奎二,勝,0.00,5,68,19,4,0,4,2,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-05
今野 龍太,,0.00,2,18,7,1,0,1,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-05
久保 拓眞,,0.00,0.1,8,3,1,0,0,0,1,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-05
大西 広樹,,0.00,1.2,15,5,0,0,2,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-05
早川 隆久,勝,0.00,6,95,23,4,0,5,1,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-04-05
宋 家豪,H,0.00,1,9,4,0,0,0,1,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-04-05
西口 直人,H,0.00,1,13,3,0,0,0,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-04-05
松井 裕樹,S,0.00,1,23,5,1,0,1,1,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-04-05
隅田 知一郎,敗,1.50,6,100,25,3,0,4,5,0,0,1,1,埼玉西武ライオンズ,lions,リーグ戦,2023-04-05
森脇 亮介,,0.00,1,18,4,0,0,0,1,0,0,0,0,埼玉西武ライオンズ,lions,リーグ戦,2023-04-05
平井 克典,,0.00,1,14,5,2,0,0,1,0,0,0,0,埼玉西武ライオンズ,lions,リーグ戦,2023-04-05
メルセデス,,0.00,6,72,20,3,0,2,1,0,0,0,0,千葉ロッテマリーンズ,lotte,リーグ戦,2023-04-05
中森 俊介,勝,3.38,1,25,5,1,0,2,1,0,0,1,1,千葉ロッテマリーンズ,lotte,リーグ戦,2023-04-05
ペルドモ,H,6.00,1,14,3,1,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,リーグ戦,2023-04-05
益田 直也,S,0.00,1,22,5,1,0,0,1,0,0,0,0,千葉ロッテマリーンズ,lotte,リーグ戦,2023-04-05
伊藤 大海,,0.00,5,94,20,3,0,4,2,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-04-05
ロドリゲス,H,0.00,1,10,4,1,0,0,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-04-05
メネズ,敗,21.60,0.1,19,3,1,0,0,1,0,0,2,2,北海道日本ハムファイターズ,fighters,リーグ戦,2023-04-05
玉井 大翔,,0.00,0.2,9,3,0,0,0,1,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-04-05
井口 和朋,,0.00,1,20,3,0,0,1,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-04-05
黒木 優太,敗,9.82,3.2,90,21,7,0,2,2,1,0,4,4,オリックス・バファローズ,orix,リーグ戦,2023-04-05
本田 仁海,,2.70,2.1,42,10,2,0,3,1,0,0,1,1,オリックス・バファローズ,orix,リーグ戦,2023-04-05
漆原 大晟,,0.00,2.2,48,10,2,0,1,0,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-04-05
比嘉 幹貴,,0.00,0.1,3,1,0,0,0,0,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-04-05
和田 毅,勝,0.00,5,71,21,4,0,3,2,0,0,0,0,福岡ソフトバンクホークス,hawks,リーグ戦,2023-04-05
又吉 克樹,,0.00,1,15,4,1,0,0,0,0,0,0,0,福岡ソフトバンクホークス,hawks,リーグ戦,2023-04-05
松本 裕樹,,0.00,1,10,3,1,0,0,0,0,0,0,0,福岡ソフトバンクホークス,hawks,リーグ戦,2023-04-05
津森 宥紀,,0.00,1,17,4,1,0,1,0,0,0,0,0,福岡ソフトバンクホークス,hawks,リーグ戦,2023-04-05
板東 湧梧,,0.00,1,19,3,0,0,1,0,0,0,0,0,福岡ソフトバンクホークス,hawks,リーグ戦,2023-04-05
