player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
九里 亜蓮,,4.15,4.1,87,22,4,0,2,6,0,0,4,2,広島東洋カープ,carp,リーグ戦,2023-04-04
島内 颯太郎,,6.75,0.2,10,3,1,0,2,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-04-04
ケムナ 誠,,3.00,2,47,8,1,0,3,1,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-04-04
アドゥワ 誠,,0.00,1,13,3,0,0,0,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-04-04
栗林 良吏,敗,9.00,1,17,5,1,0,0,1,0,0,1,1,広島東洋カープ,carp,リーグ戦,2023-04-04
西 勇輝,,3.00,6.0,99,25,4,1,5,1,2,0,3,2,阪神タイガース,tigers,リーグ戦,2023-04-04
石井 大智,H,0.00,1,17,4,1,0,0,0,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-04-04
浜地 真澄,勝,3.00,1,14,5,2,0,1,0,0,0,1,1,阪神タイガース,tigers,リーグ戦,2023-04-04
湯浅 京己,S,0.00,1,11,3,1,0,1,0,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-04-04
大野 雄大,敗,0.00,7,101,26,3,0,3,1,0,0,1,0,中日ドラゴンズ,dragons,リーグ戦,2023-04-04
祖父江 大輔,,0.00,1,11,3,0,0,0,0,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-04-04
田島 慎二,,0.00,1,13,3,1,0,1,0,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-04-04
サイスニード,勝,0.00,6,81,23,5,0,4,1,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-04
石山 泰稚,H,0.00,1,6,3,0,0,0,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-04
清水 昇,H,0.00,1,8,3,0,0,1,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-04
田口 麗斗,S,0.00,1,10,3,0,0,2,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-04
濵口 遥大,敗,7.20,5,93,24,7,1,4,2,0,0,4,4,横浜DeNAベイスターズ,dena,リーグ戦,2023-04-04
森原 康平,,0.00,1,15,4,1,0,2,0,0,0,0,0,横浜DeNAベイスターズ,dena,リーグ戦,2023-04-04
坂本 裕哉,,4.50,2,39,9,2,0,1,1,0,0,1,1,横浜DeNAベイスターズ,dena,リーグ戦,2023-04-04
三浦 銀二,,36.00,1,27,8,4,0,0,1,0,0,4,4,横浜DeNAベイスターズ,dena,リーグ戦,2023-04-04
戸郷 翔征,勝,0.00,6,100,24,5,0,5,2,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-04
大江 竜聖,,0.00,0.2,8,2,0,0,1,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-04
船迫 大雅,,0.00,0.1,4,1,0,0,1,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-04
ロペス,,6.75,1,19,5,1,0,0,1,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-04
代木 大和,,0.00,1,15,4,0,0,0,1,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-04
則本 昂大,敗,3.00,6,101,24,4,0,7,2,0,0,2,2,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-04-04
安樂 智大,,0.00,1,9,3,0,0,0,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-04-04
伊藤 茉央,,6.75,1,6,3,0,0,0,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-04-04
