player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
青柳 晃洋,,1.42,7,112,27,4,1,5,2,0,0,1,1,阪神タイガース,tigers,リーグ戦,2023-04-07
浜地 真澄,敗,6.75,1,16,5,1,1,1,1,0,0,2,2,阪神タイガース,tigers,リーグ戦,2023-04-07
ビーズリー,,0.00,1,29,5,1,0,2,1,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-04-07
小川 泰弘,,0.69,6,93,21,1,0,6,1,0,0,1,1,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-07
石山 泰稚,勝,0.00,1,11,4,1,0,0,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-07
清水 昇,H,0.00,1,15,3,0,0,1,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-07
田口 麗斗,S,0.00,1,15,5,1,0,1,1,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-04-07
大瀬良 大地,勝,3.27,6,110,29,7,0,7,3,0,0,2,2,広島東洋カープ,carp,リーグ戦,2023-04-07
ターリー,H,0.00,1,22,5,3,0,0,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-04-07
松本 竜也,H,0.00,1,11,3,0,0,0,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-04-07
栗林 良吏,S,4.50,1,27,5,1,0,2,1,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-04-07
ビーディ,敗,3.27,5,101,24,5,0,3,3,0,0,3,2,読売ジャイアンツ,giants,リーグ戦,2023-04-07
大江 竜聖,,3.86,0.2,7,3,1,1,0,0,0,0,1,1,読売ジャイアンツ,giants,リーグ戦,2023-04-07
船迫 大雅,,10.13,0.1,5,2,1,0,0,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-07
高梨 雄平,,18.00,1,11,3,0,0,2,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-07
代木 大和,,0.00,1,9,4,2,0,1,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-04-07
宮城 大弥,勝,0.00,6,93,22,1,0,7,1,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-04-07
阿部 翔太,,10.80,0.2,21,6,2,0,1,0,2,0,2,2,オリックス・バファローズ,orix,リーグ戦,2023-04-07
比嘉 幹貴,H,0.00,0.1,5,1,0,0,0,0,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-04-07
ワゲスパック,H,9.00,1,14,4,0,0,1,1,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-04-07
平野 佳寿,S,0.00,1,19,4,0,0,2,0,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-04-07
上原 健太,敗,3.60,5,77,23,7,0,2,0,1,0,3,2,北海道日本ハムファイターズ,fighters,リーグ戦,2023-04-07
池田 隆英,,0.00,1,8,3,0,0,0,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-04-07
宮西 尚生,,3.86,0.1,19,4,3,0,0,0,0,0,1,1,北海道日本ハムファイターズ,fighters,リーグ戦,2023-04-07
鈴木 健矢,,0.00,0.2,4,2,0,0,0,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-04-07
メネズ,,13.50,1,15,5,2,0,1,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-04-07
