team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
読売ジャイアンツ,giants,東京ヤクルトスワローズ,swallows,0,0,0,0,3,3,1,0,1X,,,,,,,8,1,0,リーグ戦,2023-05-04
東京ヤクルトスワローズ,swallows,読売ジャイアンツ,giants,0,1,0,1,0,0,4,1,0,,,,,,,7,0,1,リーグ戦,2023-05-04
横浜DeNAベイスターズ,dena,広島東洋カープ,carp,0,0,0,0,2,0,0,0,1X,,,,,,,3,1,0,リーグ戦,2023-05-04
広島東洋カープ,carp,横浜DeNAベイスターズ,dena,1,1,0,0,0,0,0,0,0,,,,,,,2,0,1,リーグ戦,2023-05-04
阪神タイガース,tigers,中日ドラゴンズ,dragons,0,0,0,0,0,0,1,2,X,,,,,,,3,1,0,リーグ戦,2023-05-04
中日ドラゴンズ,dragons,阪神タイガース,tigers,0,0,0,1,1,0,0,0,0,,,,,,,2,0,1,リーグ戦,2023-05-04
東北楽天ゴールデンイーグルス,rakuten,千葉ロッテマリーンズ,lotte,0,0,0,0,5,0,1,0,X,,,,,,,6,1,0,リーグ戦,2023-05-04
千葉ロッテマリーンズ,lotte,東北楽天ゴールデンイーグルス,rakuten,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-05-04
埼玉西武ライオンズ,lions,北海道日本ハムファイターズ,fighters,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-05-04
北海道日本ハムファイターズ,fighters,埼玉西武ライオンズ,lions,0,0,0,0,0,0,1,0,0,,,,,,,1,1,0,リーグ戦,2023-05-04
福岡ソフトバンクホークス,hawks,オリックス・バファローズ,orix,2,0,0,3,0,0,0,2,0,0,1X,,,,,8,1,0,リーグ戦,2023-05-04
オリックス・バファローズ,orix,福岡ソフトバンクホークス,hawks,2,0,1,0,0,3,0,1,0,0,0,,,,,7,0,1,リーグ戦,2023-05-04
