team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
読売ジャイアンツ,giants,広島東洋カープ,carp,0,1,1,0,0,0,0,0,0,0,0,3X,,,,5,1,0,リーグ戦,2023-05-13
広島東洋カープ,carp,読売ジャイアンツ,giants,0,0,0,0,0,1,0,0,1,0,0,2,,,,4,0,1,リーグ戦,2023-05-13
阪神タイガース,tigers,横浜DeNAベイスターズ,dena,0,0,4,1,0,0,0,2,X,,,,,,,7,1,0,リーグ戦,2023-05-13
横浜DeNAベイスターズ,dena,阪神タイガース,tigers,0,0,1,0,0,0,0,1,0,,,,,,,2,0,1,リーグ戦,2023-05-13
東京ヤクルトスワローズ,swallows,中日ドラゴンズ,dragons,2,0,0,0,0,0,0,2,X,,,,,,,4,1,0,リーグ戦,2023-05-13
中日ドラゴンズ,dragons,東京ヤクルトスワローズ,swallows,0,0,0,0,0,0,0,1,0,,,,,,,1,0,1,リーグ戦,2023-05-13
北海道日本ハムファイターズ,fighters,千葉ロッテマリーンズ,lotte,0,0,5,0,0,0,0,0,X,,,,,,,5,1,0,リーグ戦,2023-05-13
千葉ロッテマリーンズ,lotte,北海道日本ハムファイターズ,fighters,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-05-13
埼玉西武ライオンズ,lions,東北楽天ゴールデンイーグルス,rakuten,0,0,0,3,3,0,0,1,X,,,,,,,7,1,0,リーグ戦,2023-05-13
東北楽天ゴールデンイーグルス,rakuten,埼玉西武ライオンズ,lions,0,2,0,0,0,0,0,0,2,,,,,,,4,0,1,リーグ戦,2023-05-13
オリックス・バファローズ,orix,福岡ソフトバンクホークス,hawks,0,3,0,0,1,2,0,2,X,,,,,,,8,1,0,リーグ戦,2023-05-13
福岡ソフトバンクホークス,hawks,オリックス・バファローズ,orix,0,0,3,0,0,0,0,0,0,,,,,,,3,0,1,リーグ戦,2023-05-13
