team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
読売ジャイアンツ,giants,東京ヤクルトスワローズ,swallows,1,3,0,0,0,0,0,1,0,,,,,,,5,0,1,リーグ戦,2023-05-02
東京ヤクルトスワローズ,swallows,読売ジャイアンツ,giants,0,0,0,1,0,3,0,2,1,,,,,,,7,1,0,リーグ戦,2023-05-02
横浜DeNAベイスターズ,dena,広島東洋カープ,carp,0,0,0,0,0,1,0,0,0,,,,,,,1,0,1,リーグ戦,2023-05-02
広島東洋カープ,carp,横浜DeNAベイスターズ,dena,0,1,0,0,0,0,0,0,5,,,,,,,6,1,0,リーグ戦,2023-05-02
阪神タイガース,tigers,中日ドラゴンズ,dragons,0,0,0,1,0,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-05-02
中日ドラゴンズ,dragons,阪神タイガース,tigers,3,0,0,0,0,0,0,0,0,,,,,,,3,1,0,リーグ戦,2023-05-02
東北楽天ゴールデンイーグルス,rakuten,千葉ロッテマリーンズ,lotte,2,0,0,0,1,0,0,2,X,,,,,,,5,1,0,リーグ戦,2023-05-02
千葉ロッテマリーンズ,lotte,東北楽天ゴールデンイーグルス,rakuten,0,0,0,1,0,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-05-02
埼玉西武ライオンズ,lions,北海道日本ハムファイターズ,fighters,0,0,0,0,0,1,0,0,0,,,,,,,1,0,1,リーグ戦,2023-05-02
北海道日本ハムファイターズ,fighters,埼玉西武ライオンズ,lions,0,0,1,0,0,2,0,2,2,,,,,,,7,1,0,リーグ戦,2023-05-02
福岡ソフトバンクホークス,hawks,オリックス・バファローズ,orix,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-05-02
オリックス・バファローズ,orix,福岡ソフトバンクホークス,hawks,0,0,0,0,1,0,0,0,0,,,,,,,1,1,0,リーグ戦,2023-05-02
