team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
中日ドラゴンズ,dragons,横浜DeNAベイスターズ,dena,1,0,0,0,0,1,0,0,1X,,,,,,,3,1,0,リーグ戦,2023-05-27
横浜DeNAベイスターズ,dena,中日ドラゴンズ,dragons,2,0,0,0,0,0,0,0,0,,,,,,,2,0,1,リーグ戦,2023-05-27
阪神タイガース,tigers,読売ジャイアンツ,giants,0,0,0,0,0,0,3,0,X,,,,,,,3,1,0,リーグ戦,2023-05-27
読売ジャイアンツ,giants,阪神タイガース,tigers,0,0,0,0,0,0,0,0,2,,,,,,,2,0,1,リーグ戦,2023-05-27
広島東洋カープ,carp,東京ヤクルトスワローズ,swallows,0,0,0,0,0,0,1,3,X,,,,,,,4,1,0,リーグ戦,2023-05-27
東京ヤクルトスワローズ,swallows,広島東洋カープ,carp,0,0,0,0,0,0,0,0,1,,,,,,,1,0,1,リーグ戦,2023-05-27
東北楽天ゴールデンイーグルス,rakuten,北海道日本ハムファイターズ,fighters,0,0,0,0,0,0,0,0,1,,,,,,,1,0,1,リーグ戦,2023-05-27
北海道日本ハムファイターズ,fighters,東北楽天ゴールデンイーグルス,rakuten,0,2,0,0,0,1,0,0,0,,,,,,,3,1,0,リーグ戦,2023-05-27
埼玉西武ライオンズ,lions,オリックス・バファローズ,orix,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-05-27
オリックス・バファローズ,orix,埼玉西武ライオンズ,lions,2,0,0,0,0,0,0,0,1,,,,,,,3,1,0,リーグ戦,2023-05-27
福岡ソフトバンクホークス,hawks,千葉ロッテマリーンズ,lotte,0,0,0,3,2,0,0,0,0,0,0,1X,,,,6,1,0,リーグ戦,2023-05-27
千葉ロッテマリーンズ,lotte,福岡ソフトバンクホークス,hawks,0,0,1,2,2,0,0,0,0,0,0,0,,,,5,0,1,リーグ戦,2023-05-27
