team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
読売ジャイアンツ,giants,横浜DeNAベイスターズ,dena,0,0,0,0,0,0,0,0,3,,,,,,,3,0,1,リーグ戦,2023-05-23
横浜DeNAベイスターズ,dena,読売ジャイアンツ,giants,1,0,4,0,0,0,0,1,0,,,,,,,6,1,0,リーグ戦,2023-05-23
東京ヤクルトスワローズ,swallows,阪神タイガース,tigers,0,0,0,0,0,2,0,0,1,,,,,,,3,0,1,リーグ戦,2023-05-23
阪神タイガース,tigers,東京ヤクルトスワローズ,swallows,0,0,3,0,0,0,3,0,0,,,,,,,6,1,0,リーグ戦,2023-05-23
広島東洋カープ,carp,中日ドラゴンズ,dragons,0,1,0,0,0,0,0,0,0,,,,,,,1,0,1,リーグ戦,2023-05-23
中日ドラゴンズ,dragons,広島東洋カープ,carp,0,0,0,0,0,1,2,0,0,,,,,,,3,1,0,リーグ戦,2023-05-23
北海道日本ハムファイターズ,fighters,福岡ソフトバンクホークス,hawks,0,1,0,0,1,0,0,0,0,,,,,,,2,0,1,リーグ戦,2023-05-23
福岡ソフトバンクホークス,hawks,北海道日本ハムファイターズ,fighters,1,0,1,0,0,1,1,0,0,,,,,,,4,1,0,リーグ戦,2023-05-23
オリックス・バファローズ,orix,東北楽天ゴールデンイーグルス,rakuten,1,0,2,1,3,0,0,1,X,,,,,,,8,1,0,リーグ戦,2023-05-23
東北楽天ゴールデンイーグルス,rakuten,オリックス・バファローズ,orix,0,0,0,0,0,0,0,0,0,,,,,,,0,0,1,リーグ戦,2023-05-23
