player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
小澤 怜史,勝,3.05,6,105,27,6,0,7,3,1,0,1,1,東京ヤクルトスワローズ,swallows,リーグ戦,2023-09-06
木澤 尚文,,2.91,0.2,20,5,2,0,0,1,0,0,1,1,東京ヤクルトスワローズ,swallows,リーグ戦,2023-09-06
山本 大貴,H,2.70,0.1,4,1,0,0,0,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-09-06
星 知弥,H,3.67,1,10,3,0,0,2,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-09-06
田口 麗斗,S,1.48,1,16,4,1,0,1,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-09-06
ビーディ,,3.91,3,54,13,2,0,2,1,1,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-09-06
松井 颯,H,3.18,2,29,7,0,0,0,1,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-09-06
バルドナード,敗,2.51,0.2,31,6,3,1,1,1,0,0,4,3,読売ジャイアンツ,giants,リーグ戦,2023-09-06
田中 千晴,,5.51,0.1,11,3,2,0,1,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-09-06
菊地 大稀,,3.46,1,26,5,1,0,2,1,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-09-06
今村 信貴,,3.97,1,27,5,0,0,2,1,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-09-06
小笠原 慎之介,敗,3.23,7,111,28,8,0,3,1,0,0,1,1,中日ドラゴンズ,dragons,リーグ戦,2023-09-06
松山 晋也,,1.07,1,21,5,2,0,0,1,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-09-06
藤嶋 健人,,1.28,1,15,3,1,0,0,0,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-09-06
才木 浩人,勝,2.10,6,89,23,4,0,4,2,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-09-06
石井 大智,H,0.84,0.2,14,3,1,0,1,0,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-09-06
島本 浩也,H,1.88,0.1,2,1,0,0,0,0,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-09-06
桐敷 拓馬,H,2.16,1,17,3,1,0,1,0,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-09-06
岩崎 優,S,1.26,1,15,4,0,0,1,0,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-09-06
大瀬良 大地,,3.55,5,81,23,5,1,1,2,1,0,3,3,広島東洋カープ,carp,リーグ戦,2023-09-06
アドゥワ 誠,,3.27,1,17,4,1,0,1,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-09-06
アンダーソン,H,2.41,1,14,3,0,0,1,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-09-06
大道 温貴,H,2.49,1,14,3,0,0,1,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-09-06
栗林 良吏,H,3.25,1,15,4,1,0,1,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-09-06
矢崎 拓也,H,2.58,1,16,3,0,0,0,1,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-09-06
益田 武尚,勝,0.00,1,7,3,0,0,0,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-09-06
