player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
東 克樹,勝,2.03,8,102,30,5,0,6,1,0,0,0,0,横浜DeNAベイスターズ,dena,リーグ戦,2023-09-26
ウェンデルケン,S,1.72,1,16,4,0,0,2,1,0,0,0,0,横浜DeNAベイスターズ,dena,リーグ戦,2023-09-26
山﨑 伊織,敗,2.89,8,114,28,4,0,6,1,0,0,1,1,読売ジャイアンツ,giants,リーグ戦,2023-09-26
床田 寛樹,勝,2.10,7.2,101,31,5,0,4,1,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-09-26
島内 颯太郎,H,2.35,0.1,5,1,0,0,0,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-09-26
栗林 良吏,S,2.98,1,11,3,0,0,0,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-09-26
涌井 秀章,敗,3.97,6,102,24,7,0,6,0,0,0,2,2,中日ドラゴンズ,dragons,リーグ戦,2023-09-26
祖父江 大輔,,3.60,1,19,4,1,0,3,0,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-09-26
福 敬登,,2.65,0.2,12,4,2,0,0,0,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-09-26
フェリス,,3.75,0.1,4,1,0,0,0,0,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-09-26
西 勇輝,勝,3.57,7,102,24,2,0,4,1,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-09-26
桐敷 拓馬,H,1.83,1,10,3,0,0,0,0,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-09-26
岩崎 優,S,1.33,1,14,4,1,0,0,0,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-09-26
高橋 奎二,敗,4.47,5,79,18,2,1,4,1,0,0,2,2,東京ヤクルトスワローズ,swallows,リーグ戦,2023-09-26
石山 泰稚,,4.40,1,17,4,1,0,2,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-09-26
小澤 怜史,,3.02,1,12,4,1,0,2,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-09-26
木澤 尚文,,2.77,1,18,3,0,0,2,0,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-09-26
ポンセ,勝,3.66,7,100,26,4,0,8,1,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-09-26
福田 俊,,0.00,1,12,3,0,0,1,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-09-26
山本 拓実,,1.57,1,12,3,0,0,1,1,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-09-26
美馬 学,敗,4.74,4,75,20,8,1,2,1,0,0,4,4,千葉ロッテマリーンズ,lotte,リーグ戦,2023-09-26
高野 脩汰,,1.00,1,14,4,1,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,リーグ戦,2023-09-26
岩下 大輝,,2.93,1,33,7,2,1,0,1,0,0,3,2,千葉ロッテマリーンズ,lotte,リーグ戦,2023-09-26
横山 陸人,,5.30,2,38,8,0,0,4,2,0,0,0,0,千葉ロッテマリーンズ,lotte,リーグ戦,2023-09-26
齋藤 響介,,0.00,4,73,17,2,0,3,2,2,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-09-26
黒木 優太,,3.91,2,28,7,1,0,2,1,0,0,1,1,オリックス・バファローズ,orix,リーグ戦,2023-09-26
ワゲスパック,H,5.62,1,28,4,0,0,2,1,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-09-26
宇田川 優希,H,1.90,1,25,5,0,0,1,1,1,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-09-26
山﨑 颯一郎,敗,2.08,0.1,28,7,5,0,0,1,0,0,6,6,オリックス・バファローズ,orix,リーグ戦,2023-09-26
山田 修義,,1.15,0.2,13,3,1,0,0,0,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-09-26
松本 航,,3.61,7,112,30,5,0,7,5,0,0,1,1,埼玉西武ライオンズ,lions,リーグ戦,2023-09-26
田村 伊知郎,勝,1.59,1,12,3,0,0,0,0,0,0,0,0,埼玉西武ライオンズ,lions,リーグ戦,2023-09-26
青山 美夏人,,3.16,1,6,3,1,0,0,0,0,0,0,0,埼玉西武ライオンズ,lions,リーグ戦,2023-09-26
