player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
山﨑 伊織,勝,2.72,7.2,106,29,5,0,2,1,1,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-07-11
高梨 雄平,,3.33,0.0,4,1,1,0,0,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-07-11
鈴木 康平,H,4.05,0.1,5,1,0,0,1,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-07-11
中川 皓太,,1.53,1,22,4,1,0,1,0,0,0,0,0,読売ジャイアンツ,giants,リーグ戦,2023-07-11
床田 寛樹,敗,1.94,5,68,21,5,3,6,1,0,0,3,3,広島東洋カープ,carp,リーグ戦,2023-07-11
大道 温貴,,4.03,1,10,3,0,0,2,0,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-07-11
中﨑 翔太,,2.70,1,10,5,2,0,1,0,0,0,1,1,広島東洋カープ,carp,リーグ戦,2023-07-11
ケムナ 誠,,1.71,1,23,5,0,0,2,1,0,0,0,0,広島東洋カープ,carp,リーグ戦,2023-07-11
サイスニード,敗,3.43,6,82,24,6,3,4,0,0,0,4,4,東京ヤクルトスワローズ,swallows,リーグ戦,2023-07-11
今野 龍太,,2.89,2,27,7,0,0,1,1,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-07-11
丸山 翔大,,3.86,0.1,18,3,1,0,0,1,0,0,1,1,東京ヤクルトスワローズ,swallows,リーグ戦,2023-07-11
山本 大貴,,3.31,0.2,8,4,0,0,1,2,0,0,0,0,東京ヤクルトスワローズ,swallows,リーグ戦,2023-07-11
柳 裕也,勝,3.21,6,90,22,4,0,4,1,0,0,2,2,中日ドラゴンズ,dragons,リーグ戦,2023-07-11
勝野 昌慶,H,1.08,1,13,4,1,0,1,0,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-07-11
清水 達也,H,1.57,1,11,3,0,0,1,0,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-07-11
マルティネス,S,0.00,1,27,6,3,0,2,0,0,0,0,0,中日ドラゴンズ,dragons,リーグ戦,2023-07-11
青柳 晃洋,勝,5.16,7,80,26,6,0,1,0,0,0,2,2,阪神タイガース,tigers,リーグ戦,2023-07-11
岩貞 祐太,,1.37,1,11,4,1,0,1,0,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-07-11
K.ケラー,,2.29,1,25,5,2,0,2,0,0,0,0,0,阪神タイガース,tigers,リーグ戦,2023-07-11
笠原 祥太郎,敗,4.50,3,68,18,4,0,1,4,0,0,3,0,横浜DeNAベイスターズ,dena,リーグ戦,2023-07-11
上茶谷 大河,,1.82,2,38,11,4,0,3,1,0,0,3,3,横浜DeNAベイスターズ,dena,リーグ戦,2023-07-11
石川 達也,,1.89,1,16,3,0,0,1,0,0,0,0,0,横浜DeNAベイスターズ,dena,リーグ戦,2023-07-11
エスコバー,,8.56,1,20,4,0,0,2,1,0,0,0,0,横浜DeNAベイスターズ,dena,リーグ戦,2023-07-11
田中 健二朗,,2.25,1,21,5,2,0,0,1,0,0,1,1,横浜DeNAベイスターズ,dena,リーグ戦,2023-07-11
北山 亘基,敗,2.56,5.2,96,27,8,1,3,3,0,1,3,3,北海道日本ハムファイターズ,fighters,リーグ戦,2023-07-11
山本 拓実,,0.00,0.1,6,1,0,0,1,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-07-11
杉浦 稔大,,2.12,1,20,4,0,0,1,1,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-07-11
宮西 尚生,,1.61,1,13,4,1,0,1,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-07-11
福田 俊,,0.00,1,11,3,0,0,2,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-07-11
田中 将大,勝,4.43,7,85,29,9,0,0,1,0,0,2,2,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-07-11
酒居 知史,H,2.28,1,14,4,1,0,0,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-07-11
松井 裕樹,S,0.61,1,15,4,1,0,0,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-07-11
山﨑 福也,勝,3.65,5,80,21,4,0,4,1,1,0,3,3,オリックス・バファローズ,orix,リーグ戦,2023-07-11
宇田川 優希,H,3.18,1,16,4,0,0,1,1,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-07-11
阿部 翔太,H,2.22,1,27,6,2,0,2,1,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-07-11
山﨑 颯一郎,H,1.34,1,16,3,0,0,2,0,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-07-11
平野 佳寿,S,1.33,1,12,3,1,0,0,0,0,0,0,0,オリックス・バファローズ,orix,リーグ戦,2023-07-11
メルセデス,敗,3.22,6,87,24,8,1,2,1,0,0,4,4,千葉ロッテマリーンズ,lotte,リーグ戦,2023-07-11
東妻 勇輔,,2.25,1,15,5,2,0,1,1,0,0,0,0,千葉ロッテマリーンズ,lotte,リーグ戦,2023-07-11
西村 天裕,,0.96,1,15,3,1,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,リーグ戦,2023-07-11
