player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
上沢 直之,敗,3.13,8,121,30,5,0,9,1,0,0,4,1,北海道日本ハムファイターズ,fighters,交流戦,2023-06-08
ロドリゲス,,2.89,1,17,6,1,1,0,2,0,0,3,3,北海道日本ハムファイターズ,fighters,交流戦,2023-06-08
コルニエル,勝,4.46,7,95,26,3,0,5,2,0,0,2,2,広島東洋カープ,carp,交流戦,2023-06-08
島内 颯太郎,H,1.40,1,13,3,0,0,1,0,0,0,0,0,広島東洋カープ,carp,交流戦,2023-06-08
中﨑 翔太,,3.00,1,11,3,0,0,1,0,0,0,0,0,広島東洋カープ,carp,交流戦,2023-06-08
辛島 航,,0.00,6.2,98,26,3,0,7,2,0,0,1,0,東北楽天ゴールデンイーグルス,rakuten,交流戦,2023-06-08
安樂 智大,H,2.53,0.1,13,2,0,0,0,1,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,交流戦,2023-06-08
酒居 知史,,0.00,1,29,6,1,0,0,1,0,0,3,0,東北楽天ゴールデンイーグルス,rakuten,交流戦,2023-06-08
内 星龍,勝,2.70,1,7,3,0,0,1,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,交流戦,2023-06-08
伊藤 将司,,2.64,7,103,28,7,0,3,1,0,0,3,3,阪神タイガース,tigers,交流戦,2023-06-08
岩崎 優,H,0.44,1,18,5,1,0,2,0,0,0,0,0,阪神タイガース,tigers,交流戦,2023-06-08
湯浅 京己,敗,3.55,0.2,18,5,1,1,1,2,0,0,3,3,阪神タイガース,tigers,交流戦,2023-06-08
宮川 哲,敗,6.30,5,102,27,9,1,3,4,0,0,6,6,埼玉西武ライオンズ,lions,交流戦,2023-06-08
佐々木 健,,0.00,1,17,3,1,0,0,0,0,0,0,0,埼玉西武ライオンズ,lions,交流戦,2023-06-08
ボー・タカハシ,,3.14,2,33,7,1,1,1,0,0,0,1,1,埼玉西武ライオンズ,lions,交流戦,2023-06-08
公文 克彦,,3.86,1,19,6,2,0,0,1,0,0,1,1,埼玉西武ライオンズ,lions,交流戦,2023-06-08
柳 裕也,勝,2.67,9,123,31,4,1,7,0,0,0,2,2,中日ドラゴンズ,dragons,交流戦,2023-06-08
カスティーヨ,勝,3.48,6.0,88,22,4,0,7,1,0,0,0,0,千葉ロッテマリーンズ,lotte,交流戦,2023-06-08
東妻 勇輔,H,1.54,1,8,2,0,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,交流戦,2023-06-08
ペルドモ,H,1.90,1,8,3,0,0,0,0,0,0,0,0,千葉ロッテマリーンズ,lotte,交流戦,2023-06-08
益田 直也,S,1.66,1,22,5,2,1,3,0,0,0,2,2,千葉ロッテマリーンズ,lotte,交流戦,2023-06-08
サイスニード,敗,2.24,6,109,27,7,1,3,2,0,0,2,2,東京ヤクルトスワローズ,swallows,交流戦,2023-06-08
木澤 尚文,,3.54,1,16,5,1,0,2,0,0,0,1,0,東京ヤクルトスワローズ,swallows,交流戦,2023-06-08
山本 大貴,,4.70,1,12,3,0,0,2,0,0,0,0,0,東京ヤクルトスワローズ,swallows,交流戦,2023-06-08
山岡 泰輔,,1.71,7,94,26,3,0,4,2,0,0,0,0,オリックス・バファローズ,orix,交流戦,2023-06-08
阿部 翔太,H,3.26,1,15,4,1,0,1,0,0,0,0,0,オリックス・バファローズ,orix,交流戦,2023-06-08
山﨑 颯一郎,H,1.75,1,22,5,2,0,2,0,0,0,0,0,オリックス・バファローズ,orix,交流戦,2023-06-08
本田 仁海,敗,5.01,1,33,9,5,2,1,1,0,0,6,6,オリックス・バファローズ,orix,交流戦,2023-06-08
山﨑 伊織,,3.21,8,120,28,5,0,6,1,0,0,0,0,読売ジャイアンツ,giants,交流戦,2023-06-08
中川 皓太,勝,4.50,1,15,3,0,0,0,0,0,0,0,0,読売ジャイアンツ,giants,交流戦,2023-06-08
鈴木 康平,,2.84,1,12,3,0,0,2,0,0,0,0,0,読売ジャイアンツ,giants,交流戦,2023-06-08
森 唯斗,敗,3.95,2.2,63,15,6,0,2,1,0,0,5,5,福岡ソフトバンクホークス,hawks,交流戦,2023-06-08
板東 湧梧,,2.30,4.1,67,16,2,0,4,1,0,0,1,1,福岡ソフトバンクホークス,hawks,交流戦,2023-06-08
武田 翔太,,11.05,1,25,5,1,0,0,1,0,0,0,0,福岡ソフトバンクホークス,hawks,交流戦,2023-06-08
田浦 文丸,,0.53,1,13,3,0,0,2,0,0,0,0,0,福岡ソフトバンクホークス,hawks,交流戦,2023-06-08
東 克樹,勝,2.52,7.0,86,28,6,1,4,2,0,0,3,3,横浜DeNAベイスターズ,dena,交流戦,2023-06-08
伊勢 大夢,H,1.37,1,19,3,1,1,0,0,0,0,1,1,横浜DeNAベイスターズ,dena,交流戦,2023-06-08
山﨑 康晃,S,5.21,1,30,6,2,0,1,1,0,0,1,1,横浜DeNAベイスターズ,dena,交流戦,2023-06-08
