player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
菅野 智之,敗,2.45,6,85,21,3,1,4,0,0,0,2,1,読売ジャイアンツ,giants,交流戦,2023-06-18
ビーディ,,4.55,1,15,4,1,0,1,0,0,0,0,0,読売ジャイアンツ,giants,交流戦,2023-06-18
菊地 大稀,,3.15,0.1,9,2,1,0,0,0,0,0,0,0,読売ジャイアンツ,giants,交流戦,2023-06-18
高梨 雄平,,4.15,0.2,14,3,1,0,2,0,0,0,0,0,読売ジャイアンツ,giants,交流戦,2023-06-18
中川 皓太,,2.53,1,27,5,1,0,1,1,0,0,0,0,読売ジャイアンツ,giants,交流戦,2023-06-18
岸 孝之,勝,4.76,5,84,20,5,0,4,0,0,0,1,1,東北楽天ゴールデンイーグルス,rakuten,交流戦,2023-06-18
渡辺 翔太,H,0.00,1,12,4,1,0,1,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,交流戦,2023-06-18
内 星龍,H,3.47,1,13,4,1,0,1,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,交流戦,2023-06-18
安樂 智大,H,2.82,0.2,9,3,0,0,0,1,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,交流戦,2023-06-18
鈴木 翔天,H,4.76,0.1,5,2,1,0,0,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,交流戦,2023-06-18
松井 裕樹,S,0.77,1,22,5,1,0,1,1,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,交流戦,2023-06-18
小澤 怜史,,2.21,6,98,21,3,0,5,0,0,0,0,0,東京ヤクルトスワローズ,swallows,交流戦,2023-06-18
星 知弥,敗,4.79,0.1,10,3,2,1,0,0,0,0,2,2,東京ヤクルトスワローズ,swallows,交流戦,2023-06-18
丸山 翔大,,3.63,0.1,19,4,0,0,0,2,1,0,3,3,東京ヤクルトスワローズ,swallows,交流戦,2023-06-18
今野 龍太,,2.63,0.1,12,3,2,1,0,0,0,0,1,1,東京ヤクルトスワローズ,swallows,交流戦,2023-06-18
市川 悠太,,6.17,2,28,6,0,0,1,0,0,0,0,0,東京ヤクルトスワローズ,swallows,交流戦,2023-06-18
宮城 大弥,勝,2.51,6,93,26,7,0,5,2,0,0,0,0,オリックス・バファローズ,orix,交流戦,2023-06-18
宇田川 優希,,1.86,1,15,4,0,0,1,1,0,0,0,0,オリックス・バファローズ,orix,交流戦,2023-06-18
小木田 敦也,,2.45,2,21,6,1,0,1,0,0,0,0,0,オリックス・バファローズ,orix,交流戦,2023-06-18
河野 佳,敗,7.36,5,92,23,4,2,6,3,1,0,5,5,広島東洋カープ,carp,交流戦,2023-06-18
中﨑 翔太,,2.16,1.1,20,4,0,0,0,0,0,0,0,0,広島東洋カープ,carp,交流戦,2023-06-18
森 翔平,,27.00,0.2,11,4,2,1,1,0,0,0,2,2,広島東洋カープ,carp,交流戦,2023-06-18
森浦 大輔,,3.12,1,15,4,0,0,1,1,0,0,0,0,広島東洋カープ,carp,交流戦,2023-06-18
中村 祐太,,1.29,1,19,7,3,1,0,0,0,0,4,0,広島東洋カープ,carp,交流戦,2023-06-18
平良 海馬,勝,2.11,7,127,28,6,0,11,2,0,0,3,2,埼玉西武ライオンズ,lions,交流戦,2023-06-18
佐藤 隼輔,,1.93,0.1,20,4,3,0,0,0,0,0,1,1,埼玉西武ライオンズ,lions,交流戦,2023-06-18
森脇 亮介,H,1.80,0.2,5,1,0,0,0,0,0,0,0,0,埼玉西武ライオンズ,lions,交流戦,2023-06-18
増田 達至,,5.49,1,14,3,0,0,2,0,0,0,0,0,埼玉西武ライオンズ,lions,交流戦,2023-06-18
石田 健大,,2.08,5,82,19,1,1,7,3,0,0,1,1,横浜DeNAベイスターズ,dena,交流戦,2023-06-18
森原 康平,勝,3.75,1,12,3,0,0,0,0,0,0,0,0,横浜DeNAベイスターズ,dena,交流戦,2023-06-18
ウェンデルケン,H,2.05,1,7,3,0,0,0,0,0,0,0,0,横浜DeNAベイスターズ,dena,交流戦,2023-06-18
伊勢 大夢,H,1.52,1,13,3,1,0,0,0,0,0,0,0,横浜DeNAベイスターズ,dena,交流戦,2023-06-18
山﨑 康晃,,4.50,1,17,4,1,0,1,0,0,0,0,0,横浜DeNAベイスターズ,dena,交流戦,2023-06-18
佐々木 朗希,敗,1.89,6,96,24,6,1,7,1,0,0,4,4,千葉ロッテマリーンズ,lotte,交流戦,2023-06-18
横山 陸人,,4.00,1,17,5,1,0,1,1,0,0,0,0,千葉ロッテマリーンズ,lotte,交流戦,2023-06-18
東妻 勇輔,,2.40,1,23,6,3,0,0,0,0,0,2,2,千葉ロッテマリーンズ,lotte,交流戦,2023-06-18
福谷 浩司,敗,3.96,6,85,24,5,0,2,2,0,0,2,2,中日ドラゴンズ,dragons,交流戦,2023-06-18
祖父江 大輔,,2.92,0.2,28,6,2,0,1,2,0,0,2,2,中日ドラゴンズ,dragons,交流戦,2023-06-18
松山 晋也,,0.00,0.1,4,1,0,0,0,0,0,0,0,0,中日ドラゴンズ,dragons,交流戦,2023-06-18
上田 洸太朗,,0.00,2,24,7,0,0,2,1,0,0,0,0,中日ドラゴンズ,dragons,交流戦,2023-06-18
北山 亘基,勝,2.03,6.2,104,23,1,0,7,2,0,0,0,0,北海道日本ハムファイターズ,fighters,交流戦,2023-06-18
河野 竜生,,0.90,0.1,6,1,0,0,1,0,0,0,0,0,北海道日本ハムファイターズ,fighters,交流戦,2023-06-18
玉井 大翔,,2.25,1,11,4,1,0,0,0,0,0,0,0,北海道日本ハムファイターズ,fighters,交流戦,2023-06-18
杉浦 稔大,,1.46,1,22,4,0,0,2,1,0,0,0,0,北海道日本ハムファイターズ,fighters,交流戦,2023-06-18
才木 浩人,,1.41,5,102,22,2,0,7,4,0,0,0,0,阪神タイガース,tigers,交流戦,2023-06-18
島本 浩也,H,0.00,1,15,3,0,0,1,0,0,0,0,0,阪神タイガース,tigers,交流戦,2023-06-18
加治屋 蓮,敗,1.45,0.1,17,4,2,0,0,1,0,0,3,3,阪神タイガース,tigers,交流戦,2023-06-18
及川 雅貴,,3.05,0.1,17,4,2,0,0,0,1,0,2,2,阪神タイガース,tigers,交流戦,2023-06-18
浜地 真澄,,8.44,1.1,35,8,4,0,1,0,0,0,2,2,阪神タイガース,tigers,交流戦,2023-06-18
K.ケラー,,2.45,1,36,8,3,0,3,2,0,0,2,1,阪神タイガース,tigers,交流戦,2023-06-18
スチュワート・ジュニア,,0.00,5.1,108,23,6,0,8,2,0,0,0,0,福岡ソフトバンクホークス,hawks,交流戦,2023-06-18
大津 亮介,勝,2.78,0.2,1,1,0,0,0,0,0,0,0,0,福岡ソフトバンクホークス,hawks,交流戦,2023-06-18
津森 宥紀,,3.04,1,9,3,0,0,1,0,0,0,0,0,福岡ソフトバンクホークス,hawks,交流戦,2023-06-18
甲斐野 央,,2.08,1,15,3,0,0,2,0,0,0,0,0,福岡ソフトバンクホークス,hawks,交流戦,2023-06-18
武田 翔太,,5.79,1,20,4,0,0,1,1,0,0,0,0,福岡ソフトバンクホークス,hawks,交流戦,2023-06-18
