player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
平良 拳太郎,敗,4.45,3,77,17,8,0,3,1,0,0,4,4,横浜DeNAベイスターズ,dena,交流戦,2023-06-05
石川 達也,,2.25,1.0,35,7,2,0,1,1,1,0,2,2,横浜DeNAベイスターズ,dena,交流戦,2023-06-05
上茶谷 大河,,0.77,2,22,6,0,0,2,1,0,0,0,0,横浜DeNAベイスターズ,dena,交流戦,2023-06-05
入江 大生,,2.70,1,9,3,0,0,1,0,0,0,0,0,横浜DeNAベイスターズ,dena,交流戦,2023-06-05
中川 虎大,,0.00,2,30,7,1,0,2,0,0,0,0,0,横浜DeNAベイスターズ,dena,交流戦,2023-06-05
松本 航,勝,3.80,5,91,22,5,0,5,3,0,1,2,2,埼玉西武ライオンズ,lions,交流戦,2023-06-05
森脇 亮介,,2.40,1,13,3,0,0,2,0,0,0,0,0,埼玉西武ライオンズ,lions,交流戦,2023-06-05
平井 克典,,1.33,1,9,4,1,0,0,0,0,0,0,0,埼玉西武ライオンズ,lions,交流戦,2023-06-05
佐藤 隼輔,,1.89,1,14,4,1,0,0,0,0,0,0,0,埼玉西武ライオンズ,lions,交流戦,2023-06-05
増田 達至,,6.32,1,12,5,2,0,2,0,0,0,2,2,埼玉西武ライオンズ,lions,交流戦,2023-06-05
桐敷 拓馬,,3.86,4.2,95,23,5,0,3,4,0,0,4,4,阪神タイガース,tigers,交流戦,2023-06-05
島本 浩也,,0.00,1.1,18,5,1,0,1,0,0,0,0,0,阪神タイガース,tigers,交流戦,2023-06-05
浜地 真澄,,8.78,0.1,26,4,2,1,0,1,0,0,3,3,阪神タイガース,tigers,交流戦,2023-06-05
西 純矢,,5.40,1.2,36,8,0,0,3,3,0,0,0,0,阪神タイガース,tigers,交流戦,2023-06-05
岩崎 優,H,0.49,1,9,3,0,0,1,0,0,0,0,0,阪神タイガース,tigers,交流戦,2023-06-05
加治屋 蓮,H,0.00,1,15,4,0,0,0,0,0,0,0,0,阪神タイガース,tigers,交流戦,2023-06-05
K.ケラー,H,2.13,1,23,5,1,0,1,1,0,0,0,0,阪神タイガース,tigers,交流戦,2023-06-05
湯浅 京己,,1.50,1,20,5,2,0,2,0,0,0,0,0,阪神タイガース,tigers,交流戦,2023-06-05
小島 和哉,,2.50,5,103,24,8,1,5,1,0,0,6,5,千葉ロッテマリーンズ,lotte,交流戦,2023-06-05
岩下 大輝,,0.00,1,14,4,1,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,交流戦,2023-06-05
西村 天裕,H,0.00,1,14,4,1,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,交流戦,2023-06-05
ペルドモ,,1.99,1,14,5,2,0,1,0,0,0,1,1,千葉ロッテマリーンズ,lotte,交流戦,2023-06-05
益田 直也,H,0.87,1,19,5,1,0,0,1,0,0,0,0,千葉ロッテマリーンズ,lotte,交流戦,2023-06-05
東妻 勇輔,H,1.69,1,13,3,0,0,3,0,0,0,0,0,千葉ロッテマリーンズ,lotte,交流戦,2023-06-05
坂本 光士郎,H,2.04,1,15,3,0,0,3,0,0,0,0,0,千葉ロッテマリーンズ,lotte,交流戦,2023-06-05
横山 陸人,,7.20,1,15,3,0,0,2,0,0,0,0,0,千葉ロッテマリーンズ,lotte,交流戦,2023-06-05
