player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
サイスニード,,4.00,4,62,16,4,0,3,0,0,0,2,2,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-21
ケラ,,5.14,1,14,4,1,0,0,0,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-21
木澤 尚文,,3.60,1,8,3,0,0,0,0,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-21
田口 麗斗,勝,0.00,1,17,3,0,0,2,0,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-21
石山 泰稚,,2.70,1,20,5,1,0,2,1,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-21
清水 昇,S,4.50,1,12,4,1,0,1,0,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-21
則本 昂大,,2.16,6,100,23,3,0,4,2,0,0,2,2,東北楽天ゴールデンイーグルス,rakuten,オープン戦,2023-03-21
宮森 智志,敗,1.80,1,19,4,0,0,1,1,0,0,1,1,東北楽天ゴールデンイーグルス,rakuten,オープン戦,2023-03-21
弓削 隼人,,2.08,1,7,3,1,0,0,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,オープン戦,2023-03-21
松本 航,,1.93,5,99,20,3,0,5,3,0,0,0,0,埼玉西武ライオンズ,lions,オープン戦,2023-03-21
本田 圭佑,,0.00,1,13,3,0,0,1,0,0,0,0,0,埼玉西武ライオンズ,lions,オープン戦,2023-03-21
平井 克典,,4.50,1,14,3,0,0,1,0,0,0,0,0,埼玉西武ライオンズ,lions,オープン戦,2023-03-21
森脇 亮介,勝,0.00,1,22,5,1,0,1,1,0,0,0,0,埼玉西武ライオンズ,lions,オープン戦,2023-03-21
水上 由伸,S,2.25,1,27,5,2,0,1,0,0,0,1,1,埼玉西武ライオンズ,lions,オープン戦,2023-03-21
西 勇輝,,4.50,5,68,17,1,0,3,1,0,0,0,0,阪神タイガース,tigers,オープン戦,2023-03-21
村上 頌樹,,0.00,2,34,7,0,0,1,1,0,0,0,0,阪神タイガース,tigers,オープン戦,2023-03-21
岩崎 優,敗,6.00,1,16,5,2,2,2,0,0,0,2,2,阪神タイガース,tigers,オープン戦,2023-03-21
西野 勇士,,1.80,5,81,22,5,0,3,2,0,0,1,1,千葉ロッテマリーンズ,lotte,オープン戦,2023-03-21
ペルドモ,,0.00,1,12,3,0,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,オープン戦,2023-03-21
澤村 拓一,勝,9.00,1,9,3,0,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,オープン戦,2023-03-21
カスティーヨ,,1.93,0.2,9,2,0,0,0,0,0,0,0,0,千葉ロッテマリーンズ,lotte,オープン戦,2023-03-21
鈴木 昭汰,,0.00,0.1,1,1,0,0,0,0,0,0,0,0,千葉ロッテマリーンズ,lotte,オープン戦,2023-03-21
益田 直也,S,0.00,1,15,4,1,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,オープン戦,2023-03-21
遠藤 淳志,敗,1.20,7,90,25,4,0,3,1,0,0,2,2,広島東洋カープ,carp,オープン戦,2023-03-21
黒原 拓未,,0.00,1,13,3,0,0,1,0,0,0,0,0,広島東洋カープ,carp,オープン戦,2023-03-21
ポンセ,,3.24,4,51,14,2,0,2,1,1,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-21
北山 亘基,勝,0.00,2,30,7,0,0,2,1,0,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-21
田中 正義,,0.93,1,24,3,0,0,0,0,0,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-21
宮西 尚生,,0.00,1,10,3,0,0,1,0,1,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-21
ロドリゲス,,1.80,1,14,5,2,0,0,0,0,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-21
石川 柊太,敗,4.38,5.0,103,22,5,0,4,2,1,0,4,4,福岡ソフトバンクホークス,hawks,オープン戦,2023-03-21
嘉弥真 新也,,2.08,0.1,12,3,2,0,0,0,0,0,1,1,福岡ソフトバンクホークス,hawks,オープン戦,2023-03-21
大津 亮介,,0.00,0.2,6,2,0,0,0,0,0,0,0,0,福岡ソフトバンクホークス,hawks,オープン戦,2023-03-21
松本 裕樹,,4.50,1,15,3,1,0,1,0,0,0,0,0,福岡ソフトバンクホークス,hawks,オープン戦,2023-03-21
オスナ,,0.00,1,16,3,0,0,2,0,0,0,0,0,福岡ソフトバンクホークス,hawks,オープン戦,2023-03-21
横川 凱,敗,0.60,6,81,20,2,0,5,1,0,0,1,1,読売ジャイアンツ,giants,オープン戦,2023-03-21
船迫 大雅,,10.80,1,15,3,0,0,0,0,0,0,0,0,読売ジャイアンツ,giants,オープン戦,2023-03-21
鍵谷 陽平,,0.00,1,8,3,0,0,0,0,0,0,0,0,読売ジャイアンツ,giants,オープン戦,2023-03-21
高梨 雄平,,1.93,1,22,5,0,0,0,2,0,0,0,0,読売ジャイアンツ,giants,オープン戦,2023-03-21
小園 健太,勝,2.45,5,63,20,3,0,0,2,1,0,0,0,横浜DeNAベイスターズ,dena,オープン戦,2023-03-21
エスコバー,,0.00,1,11,3,0,0,2,0,0,0,0,0,横浜DeNAベイスターズ,dena,オープン戦,2023-03-21
伊勢 大夢,,0.00,1,13,4,2,0,1,0,0,0,0,0,横浜DeNAベイスターズ,dena,オープン戦,2023-03-21
山﨑 康晃,,0.00,1,13,3,0,0,2,0,0,0,0,0,横浜DeNAベイスターズ,dena,オープン戦,2023-03-21
森原 康平,S,0.00,1,10,3,0,0,2,0,0,0,0,0,横浜DeNAベイスターズ,dena,オープン戦,2023-03-21
田嶋 大樹,勝,2.57,6,100,25,5,0,7,2,0,0,2,2,オリックス・バファローズ,orix,オープン戦,2023-03-21
平野 佳寿,,0.00,1,13,3,1,0,1,0,0,0,0,0,オリックス・バファローズ,orix,オープン戦,2023-03-21
本田 仁海,,2.45,1,22,5,1,0,2,1,0,0,0,0,オリックス・バファローズ,orix,オープン戦,2023-03-21
阿部 翔太,S,0.00,1,4,3,0,0,0,0,0,0,0,0,オリックス・バファローズ,orix,オープン戦,2023-03-21
大野 雄大,,0.90,5,90,20,6,1,4,0,0,0,2,1,中日ドラゴンズ,dragons,オープン戦,2023-03-21
