player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
吉村 貢司郎,勝,0.00,5,76,18,3,0,7,1,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-19
石山 泰稚,,3.18,0.2,19,4,2,0,1,0,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-19
成田 翔,,5.40,0.1,6,1,0,0,1,0,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-19
ケラ,,6.00,1,13,5,2,0,0,1,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-19
清水 昇,,5.40,1,17,4,1,0,1,0,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-19
田口 麗斗,S,0.00,1,18,5,0,0,0,2,0,0,0,0,東京ヤクルトスワローズ,swallows,オープン戦,2023-03-19
才木 浩人,敗,3.38,5,73,20,5,1,5,0,0,0,3,3,阪神タイガース,tigers,オープン戦,2023-03-19
秋山 拓巳,,0.00,3,39,12,2,0,1,0,0,0,0,0,阪神タイガース,tigers,オープン戦,2023-03-19
美馬 学,勝,4.91,4,52,16,4,0,3,0,0,0,1,1,千葉ロッテマリーンズ,lotte,オープン戦,2023-03-19
種市 篤暉,,0.00,3,53,12,2,0,3,3,0,0,0,0,千葉ロッテマリーンズ,lotte,オープン戦,2023-03-19
高野 脩汰,,0.00,1,10,3,0,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,オープン戦,2023-03-19
菊地 吏玖,S,0.00,1,12,3,0,0,1,0,0,0,0,0,千葉ロッテマリーンズ,lotte,オープン戦,2023-03-19
エンス,敗,2.25,4,73,17,3,1,5,1,0,0,2,1,埼玉西武ライオンズ,lions,オープン戦,2023-03-19
平良 海馬,,0.00,4,56,14,2,0,3,0,0,0,0,0,埼玉西武ライオンズ,lions,オープン戦,2023-03-19
九里 亜蓮,,1.50,7,111,26,3,1,4,1,2,0,1,1,広島東洋カープ,carp,オープン戦,2023-03-19
ケムナ 誠,,5.40,1,22,6,2,0,0,1,0,0,1,1,広島東洋カープ,carp,オープン戦,2023-03-19
中﨑 翔太,,3.60,1,26,7,4,0,1,0,0,0,3,2,広島東洋カープ,carp,オープン戦,2023-03-19
ニックス,,0.00,3,45,10,1,0,5,0,0,0,0,0,オリックス・バファローズ,orix,オープン戦,2023-03-19
小木田 敦也,,9.00,1,21,6,2,0,1,0,1,0,2,2,オリックス・バファローズ,orix,オープン戦,2023-03-19
近藤 大亮,,0.00,1,17,4,0,0,2,1,0,0,0,0,オリックス・バファローズ,orix,オープン戦,2023-03-19
阿部 翔太,,0.00,1,7,3,0,0,0,0,0,0,0,0,オリックス・バファローズ,orix,オープン戦,2023-03-19
ワゲスパック,,4.91,0.2,31,6,1,0,1,2,1,0,2,2,オリックス・バファローズ,orix,オープン戦,2023-03-19
漆原 大晟,,3.86,2,34,8,3,0,2,0,0,0,1,1,オリックス・バファローズ,orix,オープン戦,2023-03-19
本田 仁海,,3.38,0.1,7,1,0,0,1,0,0,0,0,0,オリックス・バファローズ,orix,オープン戦,2023-03-19
東浜 巨,,3.14,7,78,24,4,0,5,1,0,0,2,2,福岡ソフトバンクホークス,hawks,オープン戦,2023-03-19
嘉弥真 新也,勝,0.00,1,11,3,0,0,1,0,0,0,0,0,福岡ソフトバンクホークス,hawks,オープン戦,2023-03-19
オスナ,S,0.00,1,12,3,0,0,1,0,0,0,0,0,福岡ソフトバンクホークス,hawks,オープン戦,2023-03-19
東 克樹,,3.60,6,93,22,3,0,4,3,0,0,0,0,横浜DeNAベイスターズ,dena,オープン戦,2023-03-19
石川 達也,敗,6.14,1.2,27,9,2,0,2,1,0,0,4,1,横浜DeNAベイスターズ,dena,オープン戦,2023-03-19
三浦 銀二,,0.00,0.1,12,3,1,0,1,1,0,0,0,0,横浜DeNAベイスターズ,dena,オープン戦,2023-03-19
グリフィン,敗,2.00,5,70,19,3,0,5,1,0,0,1,0,読売ジャイアンツ,giants,オープン戦,2023-03-19
田中 千晴,,0.00,1,12,3,0,0,1,0,0,0,0,0,読売ジャイアンツ,giants,オープン戦,2023-03-19
松井 颯,,18.00,1,20,5,1,1,2,1,0,0,2,2,読売ジャイアンツ,giants,オープン戦,2023-03-19
直江 大輔,,2.25,1,25,5,2,0,1,0,0,0,1,1,読売ジャイアンツ,giants,オープン戦,2023-03-19
今村 信貴,,0.00,1,8,4,1,0,0,0,0,0,0,0,読売ジャイアンツ,giants,オープン戦,2023-03-19
ガント,勝,0.00,2.2,59,15,4,0,0,3,0,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-19
鈴木 健矢,,2.84,2.1,34,7,0,0,2,0,0,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-19
矢澤 宏太,,0.00,1,20,5,0,0,0,2,0,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-19
宮内 春輝,,0.00,1,19,5,1,0,3,1,0,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-19
メネズ,,0.00,1,10,3,0,0,0,0,0,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-19
田中 正義,,1.04,1,18,4,0,0,1,1,0,0,0,0,北海道日本ハムファイターズ,fighters,オープン戦,2023-03-19
仲地 礼亜,敗,4.50,4,83,19,4,0,5,4,0,0,3,3,中日ドラゴンズ,dragons,オープン戦,2023-03-19
森 博人,,0.00,1,12,3,0,0,0,0,0,0,0,0,中日ドラゴンズ,dragons,オープン戦,2023-03-19
福谷 浩司,,1.00,4,66,18,5,0,1,0,0,0,1,1,中日ドラゴンズ,dragons,オープン戦,2023-03-19
バニュエロス,勝,6.00,4.1,87,21,4,0,1,4,1,0,2,1,東北楽天ゴールデンイーグルス,rakuten,オープン戦,2023-03-19
内 星龍,,4.15,0.2,4,2,0,0,0,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,オープン戦,2023-03-19
小孫 竜二,,5.00,1,15,3,0,0,0,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,オープン戦,2023-03-19
宋 家豪,,0.00,1,9,3,0,0,1,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,オープン戦,2023-03-19
伊藤 茉央,,4.50,1,15,3,0,0,2,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,オープン戦,2023-03-19
鈴木 翔天,S,0.00,1,13,3,0,0,2,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,オープン戦,2023-03-19
