player,status,era,inning,num_ball,num_batter,num_hit,num_homerun,num_strikeout,num_bb,num_hit_by_pitch,num_balk,runs_allowed,earned_runs,team_ja,team_en,gameKind,date
加藤 貴之,敗,3.86,7,102,27,8,2,3,0,0,0,3,3,北海道日本ハムファイターズ,fighters,リーグ戦,2023-03-30
北山 亘基,,0.00,1,10,3,1,0,0,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-03-30
田中 正義,,0.00,1,11,3,0,0,0,0,0,0,0,0,北海道日本ハムファイターズ,fighters,リーグ戦,2023-03-30
田中 将大,勝,1.59,5.2,98,22,2,0,5,2,1,0,1,1,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-03-30
鈴木 翔天,H,0.00,0.1,5,1,0,0,0,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-03-30
宋 家豪,H,0.00,1,11,4,1,0,2,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-03-30
西口 直人,H,0.00,1,11,3,0,0,1,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-03-30
松井 裕樹,S,0.00,1,15,3,0,0,2,0,0,0,0,0,東北楽天ゴールデンイーグルス,rakuten,リーグ戦,2023-03-30
