team_ja,team_en,opp_team_ja,opp_team_en,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,total,win,loss,gameKind,date
東京ヤクルトスワローズ,swallows,読売ジャイアンツ,giants,0,0,0,0,0,1,0,2,3,,,,,,,6,0,1,オープン戦,2023-02-23
読売ジャイアンツ,giants,東京ヤクルトスワローズ,swallows,0,0,4,1,1,0,0,0,1,,,,,,,7,1,0,オープン戦,2023-02-23
